Numero_Decreto;Data_Decreto;Tipologia;CUP;Capitolo_di_Spesa;Piano_Gestionale;Ministero;Importo_EUR;Documento;Cartella
166;11-07-2023;Decreto Ministeriale;;;;;;M_INFR.GABINETTO.REG_DECRETI(R).0000166.11-07-2023.pdf;Decreto ministeriale 11 luglio 2023, n_ 166
;12-08-2020;Decreto Ministeriale;;;;;;Decreto 12 agosto 2020.pdf;Decreto ministeriale 12 agosto 2020
352;13-08-2020;Decreto Ministeriale;;;;;;DM_352_-_proroga_interventi_sicurezza_ferroviaria.pdf;Decreto Ministeriale 13 agosto 2020 n_ 352
352;13-08-2020;Decreto Ministeriale;;;;;;RegistrazioneFascicolo_46124.pdf;Decreto Ministeriale 13 agosto 2020 n_ 352
350;13-08-2020;Decreto Ministeriale;;7400;;;;M_INFR.GABINETTO.REG_DECRETI_R_.0000350.13-08-2020.pdf;Decreto Ministeriale 13 agosto 2020, n_ 350
350;13-08-2020;Decreto Ministeriale;;;;;;registrazione CdC DM 350.pdf;Decreto Ministeriale 13 agosto 2020, n_ 350
350;13-08-2020;Decreto Ministeriale;;;;;;registrazione UCB DM 350.pdf;Decreto Ministeriale 13 agosto 2020, n_ 350
351;13-08-2020;Decreto Ministeriale;;;;;;corte_conti_dm_351.pdf;Decreto Ministeriale 13 agosto 2020, n_ 351
351;13-08-2020;Decreto Ministeriale;;;;;;DM_351_-_proroga_termini_decreti_25_e_408.pdf;Decreto Ministeriale 13 agosto 2020, n_ 351
351;13-08-2020;Decreto Ministeriale;;;;;;ucb_dm_351.pdf;Decreto Ministeriale 13 agosto 2020, n_ 351
216;13-07-2022;Decreto Ministeriale;;;;;;D.M. 216 del 13 luglio 2022.pdf;Decreto ministeriale 13 luglio 2022, n_ 216
;14-08-2025;Decreto Ministeriale;;;;;;decreto modifica 101.pdf;Decreto ministeriale 14 agosto 2025
140;09-04-2014;Decreto Ministeriale;;;;;;Decreto Ministeriale 140 del 09-04-2014.pdf;Decreto Ministeriale 140 del 09_04_2014
164;09-05-2016;Decreto Ministeriale;;;;;;Decreto_Standard_Qualita_2016_n_164_del_09-05-2016 (1).pdf;Decreto ministeriale 164 del 09-05-2016
180;06-06-2012;Decreto Ministeriale;;;;;;Decreto_Ministeriale_numero_180_06-06-2012_all_1.pdf;Decreto Ministeriale 180 del 06_06_2012
180;28-04-2021;Decreto Ministeriale;;;;;;Decreto 180 deleghe Cancelleri.pdf;Decreto Ministeriale 180 del 28_04_2021
181;28-04-2021;Decreto Ministeriale;;;;;;Decreto 181 deleghe Morelli.pdf;Decreto Ministeriale 181 del 28_04_2021
182;28-04-2021;Decreto Ministeriale;;;;;;Decreto 182 deleghe Bellanova.pdf;Decreto Ministeriale 182 del 28_04_2021
187;27-05-2024;Decreto Ministeriale;;;;;;D.M_protocollo 187 del 27-05-2024 (1).pdf;Decreto Ministeriale 187 del 27_05_2024
187;27-05-2024;Decreto Ministeriale;;;;;;Prontuario D.M_protocollo 187 del 27-05-2024 (2).pdf;Decreto Ministeriale 187 del 27_05_2024
188;12-05-2017;Decreto Ministeriale;;;;;;Decreto_Standard_Qualita_2017_n_188_del_12-05-2017 (1).pdf;Decreto ministeriale 188 del 12-05-2017
